project_scale_index	budget_adequacy_ratio	schedule_pressure_index	team_capacity_index	team_experience_score	domain_familiarity_score	requirements_volatility	requirements_clarity_score	scope_complexity_index	stakeholder_alignment_score	change_request_intensity	process_maturity_score	sprint_discipline_score	decision_latency_index	risk_management_maturity	client_engagement_score	technical_complexity_index	integration_risk_index	automation_maturity_score	toolchain_reliability_score	legacy_dependency_index	regulatory_risk_index	domain_criticality_index	external_dependency_risk	time_to_market_pressure	resource_stability_index	risk_tolerance_index	overall_uncertainty_index	label
0.906668635	0.6837223	0.104000502	0.530879863	0.709605422	0.089305045	0.262952879	0.531448249	0.289455692	0.67837813	0.484921047	0.055181745	0.107996021	0.906779437	0.897936077	0.538341689		0.895208919	0.312350628	0.116645177	0.315730599	0.709597451	0.100599217	0.540896885	0.942426248	0.084826822	0.686687672	0.703152902	Spiral
0.255282982	0.478644263	0.289536062	0.490377747	0.709661536	0.094633877	0.289585324	0.677694041	0.487493128	0.295795102	0.693766702	0.306622988	0.256973321	0.692552562	0.914294843	0.534785606	0.509700139	0.110094599	0.471274319	0.889915479	0.309099572	0.082510346	0.693988729	0.918478319	0.104010142	0.094409114	0.517110704		Hybrid
0.873063855	0.892902508	0.688579644	0.290605329	0.328579049	0.531954717	0.276284505	0.080484168	0.702986368	0.103932233	0.731383084	0.680267496	0.086979668	0.689469532	0.303691457	0.912535669	0.304793254	0.355597708	0.683187364	0.725353083	0.494911204	0.513569224	0.510554625	0.49343561	0.144386968	0.488949995	0.705280417	0.506116503	Hybrid
0.274339871	0.885149089	0.913552422	0.70867569	0.492607516	0.507601655	0.484245723	0.910551113	0.71319917	0.70847239		0.879410654	0.086780539	0.082572259	0.309644735	0.526418559	0.858882064	0.882614441	0.865690549	0.0978414	0.47640462	0.105808771	0.870282122	0.86789045	0.685062117	0.496077193	0.108328479	0.672648406	Hybrid
0.476815386	0.692486644	0.915425669	0.105161274	0.300062593	0.703022128	0.27983577	0.286564284	0.691802	0.702038342	0.521840776	0.910507527	0.511925061	0.706238853	0.716398181	0.315350502	0.112783627	0.327236816	0.314564018	0.097621977	0.686828027	0.886790255	0.073916458	0.873197562	0.480847426	0.474296658	0.695785787	0.501463914	V-Model
0.698478531	0.289589885	0.877243144	0.719803476	0.719702681	0.893818306	0.492123697	0.094295595	0.309261516	0.878190598	0.295429669	0.883599663	0.296132699	0.323719654	0.918758023	0.502421523	0.706852036	0.736378958	0.296124843	0.8781982	0.907659497	0.891158627	0.293251598	0.896570967	0.885899585	0.294528779	0.903383494	0.698861567	Hybrid
0.688010048	0.117111815	0.944493136	0.866496661	0.280250763	0.100652797	0.891930224	0.707486637	0.87508153	0.667188727	0.920416445	0.686678931	0.917593236	0.102283033	0.488671747	0.486576942	0.898556326	0.691839928	0.893449407	0.875171734	0.091313932	0.475534678	0.288601446	0.306556256	0.917737003	0.499357749		0.705013729	DevOps
0.856141657	0.303183269	0.544180557	0.858320454	0.504982695	0.506469831	0.116371824	0.919741462	0.897916911	0.072096099	0.470853117	0.110462743	0.910794771	0.869718979	0.539625554	0.29457953	0.935481798	0.900419885	0.315485432	0.670700936	0.339179259	0.458718544	0.708296747	0.894616501	0.130308512	0.88523324	0.687829662	0.71043574	Spiral
0.493406883	0.713447909	0.50617901	0.708494796	0.91600871	0.271035991	0.101822976	0.134614833	0.06314031	0.677690903		0.890524906	0.688428912	0.73226038	0.508486096	0.126114871	0.902234881	0.101155412	0.519313093	0.058779848	0.690556592	0.313940091	0.125243587	0.118957679	0.722383981	0.279165184	0.710645536	0.329224615	Waterfall
0.287296256	0.092716718	0.92830736	0.721588719	0.682692446	0.320246488	0.940006441	0.136429827	0.471146556	0.912786625	0.904036344	0.878844827	0.092175218	0.075010993	0.735564515	0.326162962	0.291147696	0.907947859	0.914412451	0.673776921	0.103537329	0.897479643	0.264546307	0.912793814	0.323554071	0.527056005	0.922005773	0.913689119	Spiral
0.724648312		0.688445878	0.89395382	0.95924595	0.554096193	0.880157214	0.339503376	0.737785948	0.07996575	0.299675816	0.903652071	0.10258784	0.50366553	0.491128669	0.096954422	0.857173389	0.099051436	0.926401002	0.490614584	0.859532843	0.917536389	0.252452728	0.90269703	0.077916226	0.664598129	0.869273877	0.669278423	Spiral
0.127131742	0.49779645	0.927698322	0.716714567	0.094064113	0.698721851	0.736659535	0.695310669	0.538251569	0.743676297	0.295216466	0.901058955	0.513990152	0.468084409	0.712879163	0.489020525	0.091243979	0.327873956	0.294175519	0.519809506	0.878511904	0.688655994	0.941667752	0.319873816	0.29336828	0.292119263	0.522328407	0.322432994	V-Model
0.086948949	0.098190705	0.491061396	0.685092919	0.917885554	0.714980121	0.103233633	0.930421755	0.089100818	0.104430485	0.073861475	0.909294894	0.491183913	0.093400399	0.889312539	0.092372762	0.290558367	0.913295774	0.654692214	0.11845807	0.052623369	0.118240114	0.102428044	0.112734755	0.309465903	0.29448097	0.87678332	0.077498672	Waterfall
0.544510442	0.296174765		0.684031145	0.116594506	0.10462922	0.095923889	0.894475484	0.718355234	0.73713428	0.091835771	0.133325871	0.336887956	0.124332825	0.880130893	0.301371052	0.704566523	0.8802632	0.703811893	0.488296742	0.291942334	0.659788343	0.50277557	0.677530746	0.698554628	0.926070694	0.318539051	0.49154967	Spiral
0.872466537	0.525309696	0.704846795	0.683573317	0.109144505	0.298004918	0.083656179	0.893491645	0.080593612	0.286884172	0.475834358	0.879281913	0.26886101	0.501081982	0.674175784	0.921000051	0.324287417	0.490776068		0.87101861	0.527572736	0.332407016	0.304887947	0.55058817	0.272857205	0.092001282	0.317530262	0.500766169	Waterfall
0.688631118	0.130696064	0.270520327	0.683947304	0.285440842	0.297228094	0.097420601	0.288201522	0.073074571	0.297065658	0.501604457	0.266648796	0.105256255	0.478219508	0.107535042	0.071188501	0.908699552	0.300135289	0.48872283	0.879405122	0.124497226	0.725768648	0.107728547	0.12314096	0.527383857	0.681080247	0.691865053	0.107124693	Hybrid
0.47512923	0.921788866	0.282148157	0.11656533	0.123745864	0.518860553	0.110946078	0.915988212	0.906177815	0.285613193	0.079700935	0.704989916	0.125127557	0.908476705	0.894116741	0.903855999	0.864246615	0.505206553	0.304581935	0.491024006	0.695209395	0.119249066	0.878477725	0.688597837	0.308609354	0.11426292		0.705665928	Waterfall
0.314659157	0.924178952	0.910913028	0.560443607	0.469114085	0.870794941	0.099017173	0.913196068	0.504665752	0.299832575	0.293417863	0.876363663	0.091913046	0.305580402	0.707762625	0.69850369	0.316203097	0.080670557	0.892169503	0.917126671	0.274315079	0.514249485	0.288217588		0.861781055	0.681852687	0.891249227	0.935884255	Waterfall
0.482947332	0.661201927	0.496886408	0.699804596	0.517125201	0.103905093	0.290388776	0.905931714	0.305265681	0.4893166	0.303362976	0.059756703	0.897739833	0.279835882	0.515625511	0.25234946	0.890926494	0.718010945	0.921059908	0.310288995	0.309385406	0.502539213	0.885285701	0.882627709	0.926936146	0.271107915	0.939198334	0.314308047	DevOps
0.701557192	0.099203102	0.727340568	0.498104388	0.685382074	0.713156822	0.114486388	0.917918898	0.49906792	0.091408565	0.073665978	0.727308609	0.498342532	0.069935206	0.319455385	0.093856423	0.718616317	0.111306243	0.716091148	0.101522982	0.084235925	0.31738929	0.714894642	0.502366561	0.707798213	0.088742343	0.905689148	0.916858813	Waterfall
0.904202561	0.491137208	0.289123858	0.686394434	0.716148751	0.91182019	0.703996978	0.887943581	0.327110167	0.902423205	0.890018536	0.896871188	0.323184019	0.293231026	0.109385494	0.705410363	0.279549329	0.689556414	0.678817977	0.917183705	0.930186567	0.096792738	0.914419447	0.693011497	0.484057684	0.731071743	0.675626753	0.68913777	Agile
0.331556588	0.903834857	0.288686197	0.879042075	0.887542947	0.080711397	0.086727993	0.704852119	0.306859974	0.49172297	0.693085329	0.902582078	0.726547575	0.901950278	0.926368831	0.690383912	0.284578696	0.889275727	0.868956737		0.708367815	0.897316096	0.722236873	0.116829956	0.471741583	0.283526945	0.66659539	0.715188411	V-Model
0.690094862	0.293319309	0.50454822	0.281424616	0.321471864	0.89205373	0.923691722	0.483387984	0.528467442	0.333044515		0.704221747	0.903814241	0.891137776		0.899461509	0.099752775	0.882795807	0.75182733	0.697578581	0.490905277	0.318104715	0.507944125	0.694243492	0.694525954	0.513355013	0.495862242	0.510759111	DevOps
0.114687672	0.326576819	0.885644223	0.678295682	0.131987359	0.119957931	0.504514589	0.883064155	0.308553104	0.878791293	0.693399587	0.102842575	0.89603772	0.673364588	0.901287045	0.502179328	0.679965707	0.524710322	0.919130959	0.315671621	0.746991397	0.311501703	0.301366159	0.123155662	0.304598904	0.329815187	0.883304504	0.86005963	Hybrid
0.947184594	0.100124362	0.889384225	0.926171037	0.49779139	0.475267577	0.14331283	0.902691371	0.901074559	0.104284549	0.319573181	0.904911704	0.881222224	0.289761977	0.070579165	0.500840108	0.713040702	0.269643637	0.276063063		0.48524797	0.457770005	0.286746868	0.08299648	0.116205538	0.303328873	0.488440653	0.670924707	Waterfall
0.702308973	0.917053645	0.296421121	0.874010175	0.311888475	0.909162081	0.123659027	0.685628765	0.716977395	0.500854759	0.323548983	0.887725237	0.513535949	0.882298953	0.291960209	0.511391311	0.64217063	0.702833445	0.288049026	0.929042753	0.725700692	0.528791903	0.506872602	0.501244875	0.306007683	0.292377399	0.892671635	0.10505121	Waterfall
0.865402713	0.114179279	0.494772305	0.705711923	0.104157673	0.896312436	0.109255851	0.906067923	0.457901524	0.306407803	0.30365031	0.871175849	0.337471111	0.714681336	0.304551255	0.909877759	0.927917315	0.488552155	0.141663861	0.318115905	0.495070695	0.143510024	0.92942088	0.301345788	0.101216621	0.113094735	0.107849777	0.688355987	Waterfall
0.508087313	0.919516175	0.276598755	0.449927127	0.512726427	0.303656255	0.328537135	0.927533357	0.320314777	0.109904545	0.89835735	0.706961874	0.162527724	0.705122638	0.688675249	0.11117795	0.906559214	0.33526794	0.729753052	0.282380951	0.897084474	0.893788898	0.298644895	0.294830691	0.301541416	0.726295385	0.656664557	0.89997734	Spiral
0.726691832	0.107936827	0.316504959	0.502224444	0.286846712	0.288586139	0.268753658	0.503655485	0.150640589	0.713021069	0.513968198	0.887298075	0.276740959	0.699168792	0.078307798	0.710620515	0.882847378	0.140175587	0.121253067	0.106419597	0.480173738	0.091286231	0.521360169	0.107109264	0.482020085	0.275812674	0.059603274	0.312082694	Waterfall
0.282171816	0.30062461		0.312931927	0.689183838	0.124176623	0.277109538	0.307025788	0.293447684	0.682553337	0.892968828	0.713717739	0.704654615	0.491341399	0.481847749	0.894141042	0.893717449	0.098103227	0.50833967	0.287352965	0.490177334	0.692444224	0.450622753	0.303264196	0.499587522	0.942375313	0.492027269	0.072991307	Hybrid
0.079098958	0.312761018	0.095112526	0.132387506	0.668199912	0.50291932	0.880164237	0.923416379	0.483757605	0.522178993	0.102688171	0.30673555	0.93828456	0.087337973	0.522143021	0.307903379	0.890664718	0.303931478	0.26620912	0.510655252	0.302765905	0.887820864	0.281717672	0.909840595	0.702444116	0.72249356	0.090299384	0.936789568	Spiral
0.699389326	0.724464288	0.26677216	0.093502087	0.510851141	0.685183249	0.287356821	0.318987805	0.72440062	0.71655091	0.49637974	0.891361326	0.640921932	0.092507752	0.708643421	0.685998924	0.704560385	0.502065502	0.298056042	0.476870441	0.863427026	0.478086832	0.532659462	0.893584792	0.064702473	0.716032916	0.277145729	0.095244394	Hybrid
0.709400511	0.285421364	0.289918801	0.29037455	0.507136722	0.50360459	0.30255744	0.938074515	0.509384417	0.119314039	0.705684642		0.090941297	0.308920326	0.713569628		0.321292874	0.300531888	0.876806236	0.530785566	0.930025195	0.296104309	0.095021283	0.70516627	0.48636055	0.696590386	0.698047062	0.26814847	Hybrid
0.50134273	0.690419763	0.315936986	0.891801396	0.691151181	0.702269649	0.924055541	0.057203149	0.86806554	0.910704917	0.098267096	0.303665688	0.102428142	0.291790149	0.498077217	0.525566854	0.531721226	0.492344344	0.678230784	0.092756928	0.30192897	0.884280131	0.108652123	0.690141906	0.114460185	0.06663096	0.91928684	0.723793282	Hybrid
0.29683489	0.88936869	0.276652115		0.898428303	0.876736616	0.700716219	0.713401302	0.924153832	0.50708103	0.297580099	0.496455354	0.896777637	0.093148989	0.524602183	0.919582813	0.322579342	0.720981192	0.688753874	0.670911271	0.685677422	0.075046607	0.872444808	0.901613916	0.697323659	0.715055308	0.911557282	0.521225651	Agile
0.927365889	0.921029868	0.697458613	0.688613116	0.655826717	0.919124747	0.702730291	0.732191113	0.461336841	0.897558142	0.121277261	0.913359566	0.927873504	0.117709821	0.295670509	0.301529028	0.105608065	0.689193667	0.699884862	0.890532869	0.69204916	0.074836859	0.507250326	0.043952762	0.272110795	0.105855677	0.313440764	0.327790043	DevOps
0.301891261	0.295139001	0.695267022	0.92104387	0.464891541	0.72615403	0.271177694	0.527150724	0.898883184	0.923513221	0.682793942	0.695520304	0.917485921	0.106672273	0.478343903	0.878996182	0.491383559	0.738962816	0.923239639	0.900948191	0.709150655	0.134650771	0.636766288	0.107766325	0.872984071	0.501673689	0.333719149	0.303045407	DevOps
0.905849135	0.494900214	0.886636154	0.119642588	0.289869069	0.113087743	0.27380141	0.525715721	0.459667406	0.105946285	0.098177917	0.882451213	0.933035654	0.921327176	0.908964533	0.532195701	0.73552976	0.507458095	0.732366044	0.883648676	0.496999021	0.092216833	0.52111061	0.903437067	0.890766225	0.306823879	0.062806711	0.887780622	DevOps
0.501512124	0.293449412	0.509788359	0.475487343	0.941413837	0.131356511	0.328141477	0.461073091	0.100104081	0.092254554	0.948354019	0.670741694	0.093227579	0.715498279	0.487913212	0.071435757	0.539917536	0.888723512	0.312051122	0.052858211	0.883009386	0.09644695	0.677579453	0.505645748	0.709285357	0.876593685	0.954400475	0.51184989	Hybrid
0.908586239	0.691930084	0.670769035	0.093066875	0.514585887	0.910658784	0.927162165	0.502703562	0.473141224	0.726761401	0.309464485	0.508926097	0.70312628	0.100265848	0.879839841	0.902661129	0.302141291	0.338847132	0.310295878	0.911860373	0.711736905	0.114088268	0.496871278	0.523841115	0.521632275	0.67913115	0.516261399	0.673531269	Agile
0.333277406	0.110536754	0.685224091	0.321267846	0.301118724	0.486865282	0.111566784	0.685070972	0.755654919	0.302471755	0.678796363	0.717125187	0.29491496	0.677828159	0.116652667	0.498092624	0.914175451	0.3330703	0.482221317	0.29051433	0.895676637	0.297912356	0.328359377	0.708962342	0.471815527	0.721288234	0.283389842	0.078020025	Waterfall
0.084797684	0.879107498	0.676946907	0.868255032	0.506170788	0.067770871	0.113713138	0.944615262	0.301741746	0.296941516	0.110681134	0.265023403	0.091476321	0.320271416	0.263433226	0.51689836	0.118610894	0.316403591	0.504831358	0.285416175	0.709655102	0.679630686	0.289823209	0.704829772	0.306806753	0.30898995	0.316923151	0.498360769	Waterfall
0.885902243	0.115992983	0.299168608	0.913101046	0.537196298	0.922337218	0.908484324	0.097703854	0.89239835	0.697997342	0.489327374	0.936031127	0.928286119	0.087083226	0.29840675	0.285544248	0.547064906	0.913641697	0.308593442	0.879300116	0.930773233	0.10434647	0.917211319	0.914553636	0.739218466	0.500858954	0.887684099	0.070086816	Agile
0.868135451	0.070173526	0.305603547	0.304352448	0.501746743	0.869819393	0.881368383	0.910310283	0.872965411	0.318516412	0.333447127	0.108603064	0.691963848	0.112625097	0.697564782	0.521242131	0.315203278	0.687542176	0.063454974	0.086710409	0.908015507	0.272571074	0.891999397	0.889331751	0.119345439	0.100966788	0.126407118	0.894083127	Agile
0.27628921	0.480722845	0.882026336	0.866728258	0.503004458	0.695563045	0.509608926	0.717878925	0.51553074	0.920296628	0.067095102	0.12718516	0.51672719	0.516782454	0.276536039	0.279747429	0.883595145	0.932533498	0.513773429	0.499834952	0.131372912	0.437143435	0.078833281	0.498219234	0.321447398	0.477212522	0.119819705	0.510002179	Hybrid
0.897828343	0.714648474	0.722100997	0.893748594	0.931229405	0.884449329	0.68863812		0.683025785	0.876420119	0.510960396	0.089794797	0.318680829	0.890378373	0.688705789	0.91092256	0.123625034	0.267736725	0.346161787	0.498468468	0.322858874	0.094955083	0.893317518	0.317602959	0.087223445	0.891327779	0.535763835	0.90959238	Agile
0.111571593	0.500771608	0.114445079	0.707151653	0.104845848	0.878061969		0.910287447	0.501779582	0.1037353	0.918717553	0.903430785	0.500356544	0.692795256	0.69729745	0.517474474	0.117679044	0.10077665	0.47136056	0.894945806	0.506362	0.141021213	0.342594806	0.097184238	0.322685357	0.708693829	0.296286356	0.299392759	Waterfall
0.514190832	0.908140822	0.503664317	0.72629752	0.261001129	0.695412116	0.874539079	0.892509446	0.474841818	0.272794341	0.707854125	0.881401719	0.296926115	0.877129172	0.716532122	0.141573322	0.053820529	0.683893145	0.294235368	0.311830694	0.919849951	0.865460005	0.731744644	0.319948518	0.104426296	0.686763114	0.301221343	0.110978198	V-Model
0.699294572	0.915368433	0.504449577	0.873218291	0.893294953	0.492690551	0.083094157	0.2824083	0.519926967	0.687412824	0.508959075	0.319258015	0.878463884	0.727561877	0.695533378	0.319376073	0.700137976	0.924335778	0.740325442	0.543430358	0.680305826	0.69118556	0.100110564	0.901419942	0.906363289	0.506591866	0.286564271	0.28980088	DevOps
0.488737473	0.337278933	0.881382607	0.682944091	0.716273457	0.306639444	0.092354641	0.698849466	0.900927965	0.293771591	0.917179421	0.130367321	0.874022813	0.471186752	0.293063625	0.688544889	0.067932572	0.539939961	0.868929744	0.126857407	0.108831585	0.280165229	0.293681667	0.910421636	0.498203001	0.311046466	0.109246426	0.906961667	DevOps
0.899517494	0.121040667	0.705642249	0.092596781	0.685573864	0.484273762	0.709023606	0.701389456	0.306665549	0.516921806	0.065855275	0.678861497	0.893908809	0.311472372	0.523591463	0.69082481	0.905543102	0.077277122	0.670735681	0.474655838	0.291173487	0.105997554	0.702366559	0.326514254	0.09437623	0.49486918	0.26960777	0.905172375	Agile
0.069021045	0.911830425	0.900722119	0.087463012	0.493639518	0.29983701	0.284070682	0.102968992	0.282741656	0.284030594	0.687132907	0.901184737	0.899789234	0.285099647	0.491193448	0.497609323	0.897740662	0.513729475	0.497742318	0.676081354	0.683972449	0.870504644	0.095917155	0.334947278	0.657038605	0.882279832	0.512475069	0.92370451	Spiral
0.693272952	0.539492969	0.686364565	0.061416696	0.68766861	0.495476861	0.920855051	0.321993351	0.531024153	0.121087611	0.478364191	0.907279386	0.728033603	0.101998251	0.259705998	0.860219489	0.27215036	0.494114097	0.089435681	0.893626431	0.887109956		0.344184939	0.503272941		0.092988657	0.117487903	0.45279365	Agile
0.879871926	0.481172572	0.919640316	0.502329813	0.326250772	0.664586014	0.510098074	0.915006434	0.121204943	0.890742451	0.496270544	0.115503233	0.944078346	0.934840632	0.713696178	0.335321895	0.915620323	0.313884447	0.916591419	0.905332167	0.285161696	0.304332491	0.511260419	0.275414733	0.91491855	0.112784843	0.495778435	0.283574525	DevOps
0.287359623	0.721735404	0.698035081	0.311898985	0.729486137	0.312647322	0.126615334	0.480978753	0.104156787	0.522470076	0.523950547	0.091169991	0.924609852	0.71603342	0.910647427	0.099745835	0.308470169	0.905546576	0.676399226	0.095384855	0.877131713	0.080605469	0.27429231	0.124538869	0.700310245	0.29679965	0.901341433	0.908677349	DevOps
0.47870735	0.472243367	0.737295891	0.514090907	0.522551927	0.691914858	0.121988202	0.734427337	0.111167808	0.115607925	0.497640595	0.891729856	0.71647205	0.89830647	0.106040999	0.081168551	0.493619044	0.299162768	0.069925346	0.32221763	0.656872608	0.874617979	0.304020277	0.719591704	0.672142779	0.469232423	0.291068057	0.883941689	V-Model
0.701223187	0.529065801	0.290769802	0.919740582	0.085142711	0.893651152	0.728937751	0.529714522	0.919996546	0.48491825	0.463294307	0.90354741	0.311622894	0.279440264	0.724559846	0.507085095	0.718433666	0.864495499	0.524519519	0.89558692	0.874336606	0.866449624	0.161031782	0.286872573	0.907307528	0.692407025	0.100737589	0.478321975	Spiral
0.498201469	0.315602781	0.456373828	0.298026819	0.079163532		0.122704776	0.687599783	0.926614706	0.539069532	0.497469096	0.504424494	0.690867	0.85968224	0.098438751	0.304443557	0.084872411	0.538624532	0.708346986	0.461564463	0.8510413	0.895705566	0.881453588	0.744091017	0.901648477	0.920011557	0.075879131	0.874966071	V-Model
0.863361859	0.28086276	0.893922477	0.88632016	0.917504213	0.116072451	0.480269434	0.905896973	0.9193035	0.491735905	0.910915507	0.069648997	0.06294101	0.666405543	0.739176453	0.890169177	0.8977122	0.698494259	0.30430155	0.869610006	0.919029254	0.31772748	0.895445406	0.71108522			0.31780907	0.915135962	Spiral
0.312123604	0.130988025	0.688242273	0.479241262	0.085688015	0.09606616	0.648713414	0.918132406	0.917660039	0.922944514	0.479801641	0.875559747	0.094242549	0.696496764	0.532741646	0.116885815	0.924618405	0.906635571	0.509032177	0.094521179	0.113121006	0.500331307	0.091747891	0.130136114	0.676803056	0.498586475		0.910848613	Spiral
0.690220988	0.08162881	0.516733377	0.697902905	0.096986832	0.869159219	0.44798104	0.497458002	0.307161882		0.072061887	0.089650695	0.69109322	0.702720026	0.704540606	0.316953841	0.669983917	0.708712146	0.901606475	0.101849519	0.317046865	0.93764446	0.891215327	0.682209937	0.680840607	0.303741979	0.483204058	0.908879618	DevOps
0.092545386	0.703919519	0.920069514	0.703375247	0.067004486	0.494239089	0.711431959	0.722989261	0.517571118	0.110595492	0.310444769	0.907673472	0.109317096	0.504308352	0.88821841	0.871864757		0.706700801	0.930739935		0.335142138	0.692000457	0.717850724	0.90563178	0.531576132	0.920849551	0.701238131	0.716620337	Spiral
0.507608785	0.323348991	0.296290403	0.897591589	0.11248686	0.680267507	0.11216278	0.918416131	0.510883134	0.293699015	0.504815173	0.873548183	0.258174043	0.49448329	0.098645041	0.52280435	0.295401116	0.508841966	0.493474717	0.30602752	0.120317415	0.713250974	0.531258532	0.088850643	0.707709079	0.123260438	0.129141146	0.468833855	Waterfall
0.890942297	0.31769961	0.118914124	0.498290224	0.295958961			0.28866572	0.726177621		0.085722908	0.516675281	0.076520495		0.30325722	0.907421745	0.502706331	0.510477031	0.540338208	0.911699938	0.104672735	0.10055479	0.715881118	0.690979202	0.880883152		0.884753965	0.906580235	Agile
0.509967903	0.876685613	0.492316195	0.504254188	0.682780561		0.903835466	0.069249124	0.286085589	0.287501389	0.93580165	0.083759489	0.475805103	0.312210018	0.91325961	0.300611968	0.668866924	0.898621433	0.88423372	0.483179856	0.135232407	0.477270627	0.285937962	0.733150759	0.868021466	0.297495036	0.50232053	0.511055899	DevOps
0.317449882	0.103977387	0.105847924	0.145984529	0.464145468	0.906182985	0.673705537	0.497330652	0.502680646	0.716175413	0.48594399	0.693054452	0.686240213	0.092438999	0.321224391	0.915755399	0.932348971	0.897424146	0.707538075	0.075588676	0.079582941	0.102192661	0.686664888	0.309167485	0.859338758	0.308990587	0.083873428	0.303780973	DevOps
0.881879964	0.717541636	0.12295687	0.695069204	0.918110912	0.315904924	0.296191635	0.685166911	0.342907183	0.907582652	0.095915117	0.899956345	0.471722774	0.299255542	0.89020646	0.913212442	0.690699288	0.093805701	0.852835056	0.709928773	0.485681434	0.068437019	0.698553073	0.686648279	0.701716042	0.512188547	0.899965794	0.503803941	Waterfall
0.915279147	0.707062454	0.281101617	0.91488301	0.118817994	0.490984793	0.14042118	0.530434147	0.703857495	0.745120875	0.123015382	0.073281348	0.489346674	0.527037874	0.901594584	0.916820513	0.872997447	0.498604169	0.276320726	0.307542477	0.267881207	0.311091257	0.495261765	0.89596935	0.453775072	0.686642094	0.523351546	0.700434081	Spiral
0.483794873	0.526352757	0.477280898	0.497541293	0.504505532	0.074530259	0.094063488	0.079128275	0.928956229	0.91674994	0.263844159	0.122774362	0.476581043	0.504344941	0.703792826	0.502539371	0.109966509	0.341863103	0.482346644	0.500660938	0.325291825	0.685677768	0.873192613	0.32551622	0.889471389	0.289619473	0.322456358	0.674214277	V-Model
0.104320203	0.690636975	0.497916987	0.105376121	0.498275868	0.886227981	0.485668795	0.892015796	0.669785097	0.267522544	0.491804879		0.299132061	0.097449271	0.481257777	0.887459924	0.109028375	0.078493961	0.490182258	0.272107652	0.526276583	0.112930012	0.712370909	0.319511442	0.900534451	0.282707131	0.474812898	0.691240267	Agile
0.683213927	0.11197347	0.318899279	0.494258116	0.282760466	0.497815287	0.71636499	0.493949849	0.470954009	0.092670726	0.876519873	0.085082561	0.500085157	0.130110132	0.107475483	0.480071166	0.919968069	0.871615495	0.102151439	0.696928087	0.499912958	0.099232895	0.886503678	0.108528039		0.520330251	0.301875614	0.507566519	Agile
0.506079723	0.516406972		0.490185767	0.119763797	0.921213233	0.280056442	0.500149624	0.539716845	0.91136551	0.271820548	0.891374027	0.32080916		0.520496162	0.90611212	0.874324605	0.282915383	0.479957925	0.686598516	0.312692652	0.070773898	0.903618056	0.502682764	0.33877168	0.264899177	0.906498886	0.273172153	Waterfall
0.528507363	0.86264773	0.733733042	0.897435622	0.12509314	0.498734245	0.718966352	0.913284826	0.496308604	0.876321746	0.535733022	0.894770064	0.712001579	0.706368076	0.343729227	0.701330182	0.09176202	0.476703009	0.876804578	0.495668636	0.520795463	0.099466486	0.673740947	0.280070942	0.884126796	0.53093215	0.303422989	0.912749219	DevOps
0.680742623	0.276884853	0.316949586	0.300273845		0.099928119	0.089977349	0.689322533	0.111468896	0.077342114	0.118839264	0.49735317	0.491651172	0.306135019	0.510175493	0.489648518	0.098220337	0.518342849	0.876002038	0.463116242	0.906749602	0.713043951	0.913944719	0.908213409	0.706492415	0.514696638	0.897837487	0.929020676	V-Model
0.70796915		0.656372183	0.481186685	0.74124684	0.528738287	0.101383503	0.306201799	0.094265374	0.076518465	0.699656184	0.275951572	0.131058263	0.472570823	0.310970559	0.29464691	0.097394917	0.281368448	0.503699662	0.882961228	0.902167932	0.911325775	0.887097844		0.72976902	0.314583695	0.501921311	0.9204477	V-Model
0.479179634	0.491973441	0.104659173	0.510393209	0.320795829	0.115636446	0.2759059	0.879590748	0.067947534	0.475513106	0.066267882		0.700549659	0.900481934	0.463711364	0.713816727	0.107892231	0.119232433	0.52602891	0.490715016	0.691559099	0.096910256	0.486754421	0.118367847	0.889930303	0.743281807	0.108644113	0.515207777	Waterfall
0.506153373	0.08594658	0.517295201	0.094268751	0.103295872	0.8765039	0.092975431	0.105198051	0.861050055	0.07867195	0.529400907	0.288777644	0.518920435	0.08380869	0.108680849	0.705339276	0.892544117	0.895109402	0.490511577	0.328118462	0.503695043	0.669133793	0.286755821	0.103666311	0.283669206	0.500264676	0.680085383	0.886432521	Spiral
0.534427621	0.269796821	0.863561371	0.535385138	0.278028734	0.108531501		0.701435389	0.497812467	0.488358173	0.892728424	0.312676592	0.094546908	0.299554825	0.096408587	0.879339869	0.709680311	0.722804411		0.120503919	0.691181187	0.12472678	0.876327203	0.907462037	0.896180866	0.090442107	0.481666044	0.687697952	Agile
0.061148217	0.530340611	0.119155566	0.103691517	0.069317588	0.89491106	0.89974328	0.909999842	0.946366965	0.726025787	0.494351784	0.272833466	0.475877415	0.702986784	0.482761331	0.511192823	0.710495724	0.919073394		0.473264834	0.534762032	0.894919498	0.724296019	0.877248725	0.490699294	0.910262549	0.316259432	0.944882601	Spiral
0.737746216	0.07464049	0.895624964	0.126025125	0.096668651	0.448623366	0.900290578	0.699641418	0.49610431	0.311790111	0.686832038	0.663202085	0.891022272	0.325091866	0.730692761	0.897539432	0.881724571		0.900399348	0.098675932	0.900063945	0.699438351	0.501479498	0.289755402	0.888882525	0.905775196	0.112296596	0.902700153	Agile
0.496118926		0.12184326	0.488958491	0.486019321	0.689944717	0.501729187	0.708387086	0.078145717	0.291861586	0.90687669	0.31923799	0.101198529	0.466782302	0.094798265	0.307569938	0.907109947	0.880742292	0.113893502	0.305355045	0.096918674	0.890846707	0.108383083	0.109286501	0.120290205	0.867447221	0.136421254	0.315314905	Hybrid
